class,probs,preds
1,0.9995003,1
1,0.999998,1
1,0.99940884,1
0,0.010525525,0
1,0.954517,1
1,0.99904126,1
1,0.99997306,1
1,0.9991095,1
1,0.99995774,1
0,0.0026350021,0
1,0.99999857,1
0,0.0019824505,0
1,0.9989325,1
0,0.00059327483,0
1,0.92648524,1
1,0.994725,1
1,0.99807155,1
1,0.99997765,1
1,0.9920869,1
1,0.99999964,1
0,0.00022566319,0
0,0.00014963746,0
1,0.8966959,1
0,0.0043444633,0
0,0.0016276538,0
1,0.9999995,1
1,0.96827537,1
0,0.0027364492,0
0,0.0047562122,0
1,0.99999,1
0,0.0057998896,0
0,0.0002425611,0
1,0.9946752,1
1,0.99987066,1
0,0.007755846,0
0,0.014591098,0
0,9.009242e-05,0
0,0.0032850802,0
1,0.999779,1
1,0.99989307,1
0,0.0051535964,0
0,0.0059363544,0
1,0.9947541,1
1,0.98531806,1
0,0.019540966,0
0,0.006546974,0
0,0.0027062893,0
1,0.99979556,1
1,0.85263926,1
0,0.01983273,0
1,0.99999034,1
0,0.00044468045,0
1,0.99999964,1
0,0.0069516003,0
1,0.9973278,1
0,0.11712307,0
1,0.934865,1
0,0.0051573813,0
1,0.9999739,1
1,0.9954227,1
0,0.013698399,0
0,0.0003427863,0
1,0.99887395,1
1,0.9934604,1
1,0.9967644,1
0,0.013601214,0
1,0.99999934,1
1,0.9934859,1
0,0.011046618,0
0,0.00019526482,0
1,0.9998995,1
0,0.009788007,0
0,0.101523876,0
1,0.999936,1
1,0.9923925,1
0,0.007391453,0
1,0.999995,1
1,0.96313334,1
1,0.9783224,1
1,0.9973158,1
1,0.9902007,1
0,0.0027317107,0
0,0.0028312504,0
0,0.0010576844,0
0,0.009413868,0
0,0.0012963116,0
0,0.0042497218,0
0,0.00032752752,0
1,0.99998325,1
0,0.003885597,0
1,0.9999373,1
0,6.8992376e-05,0
0,0.00090941787,0
0,0.006953448,0
1,0.98985165,1
1,0.999984,1
1,0.99998784,1
0,0.014086187,0
1,0.98729295,1
1,0.98932594,1
0,0.0042484105,0
0,0.0013284683,0
1,0.9999861,1
0,0.007569939,0
1,0.9993967,1
1,0.9999957,1
1,0.9701495,1
0,0.00046476722,0
1,0.9986659,1
0,0.0073556304,0
0,0.01101166,0
0,0.00030079484,0
0,0.0026229024,0
1,0.9992737,1
0,0.0016611814,0
1,0.9995208,1
0,0.0069535077,0
0,0.045853585,0
0,0.036638767,0
0,0.009144366,0
1,0.9999801,1
0,0.0060328543,0
1,0.9999851,1
1,0.99398327,1
0,0.00022229552,0
0,0.013362765,0
1,0.9935093,1
1,0.9743345,1
1,0.99996924,1
0,0.0034309626,0
1,0.9998195,1
1,0.99706066,1
0,0.0051541924,0
0,0.05022195,0
1,0.99989307,1
1,0.8792603,1
1,0.9999887,1
0,0.0043565333,0
0,0.007758945,0
0,0.0069518983,0
1,0.9997461,1
0,0.05720973,0
0,0.0059446096,0
1,0.9974115,1
1,0.99998,1
1,0.99998,1
1,0.99944496,1
0,0.0069535673,0
1,0.89807105,1
1,0.99976945,1
1,0.99997294,1
0,0.003988266,0
0,0.012741208,0
1,0.9993682,1
1,0.99996287,1
1,0.9993017,1
0,0.0059453547,0
1,0.9969795,1
0,0.00047957897,0
1,0.99995375,1
1,0.99992585,1
1,0.9999951,1
1,0.9882622,1
0,0.0028855205,0
1,0.99090177,1
1,0.999925,1
1,0.9999925,1
0,0.02034825,0
0,8.112192e-05,0
0,0.0008350611,0
1,0.99999654,1
1,0.5084285,1
1,0.99797803,1
1,0.996104,1
1,0.9748339,1
0,0.0056319535,0
1,0.99814934,1
0,0.0035861433,0
0,0.013155878,0
1,0.99959624,1
1,0.9865959,1
1,0.99998206,1
1,0.9999886,1
0,7.545948e-05,0
1,0.9990317,1
1,0.98229486,1
1,0.9972089,1
0,0.000513345,0
0,0.012976527,0
0,0.0070613027,0
1,0.99997807,1
1,0.9999999,1
1,0.9965533,1
1,0.99989885,1
1,0.99998826,1
1,0.9949803,1
1,0.9854466,1
0,0.119059205,0
0,9.804964e-06,0
0,0.0041977465,0
0,0.011060774,0
1,0.9999918,1
0,0.0037093163,0
0,0.004111439,0
1,0.9999934,1
0,0.0016368032,0
1,0.9999865,1
1,0.99997807,1
1,0.99495065,1
1,0.9934641,1
1,0.99994385,1
1,0.9999715,1
0,0.004905671,0
0,0.014002562,0
1,0.99724257,1
0,0.0073948205,0
0,0.015169382,0
1,0.9986627,1
0,0.005943507,0
1,0.9992056,1
1,0.9974433,1
1,0.9999645,1
1,0.9999347,1
0,1.9490719e-05,0
0,0.043816626,0
1,0.97969115,1
0,0.0076154172,0
1,0.99996644,1
0,0.0151619315,0
0,0.00513801,0
0,0.0017544329,0
0,0.0060322285,0
1,0.9989095,1
1,0.9999037,1
0,0.012750715,0
1,0.9827752,1
1,0.999973,1
0,0.0027363002,0
1,0.99452245,1
0,0.011041552,0
1,0.99997336,1
1,0.999976,1
0,0.0051793754,0
1,0.9998648,1
0,0.00087851286,0
1,0.9640857,1
1,0.15386584,0
1,0.99903035,1
0,0.031485498,0
0,0.0065456927,0
0,0.005154252,0
1,0.99999785,1
0,0.0050721765,0
0,0.09309983,0
1,0.9885777,1
0,0.00069496036,0
0,0.0067976415,0
1,0.9999999,1
0,0.0006226003,0
0,0.0042473674,0
1,0.999995,1
1,0.9999862,1
0,0.09470898,0
1,0.99997866,1
0,0.0005928576,0
0,0.00033444166,0
0,0.006952107,0
1,0.9997031,1
1,0.99999213,1
1,0.9996784,1
1,0.99689007,1
1,0.94716525,1
0,7.921457e-05,0
1,0.99912894,1
1,0.9999893,1
1,0.99583054,1
0,0.0061516464,0
0,0.20341256,0
1,0.9986406,1
0,0.009798646,0
1,0.9997461,1
0,0.003908664,0
0,0.00014436245,0
1,0.99999,1
1,0.9822773,1
1,0.9815936,1
0,0.0058935285,0
0,0.005631745,0
1,0.9983192,1
0,0.000603199,0
0,0.0005185902,0
0,0.0012382269,0
0,0.0014566183,0
0,0.0035842657,0
0,6.452203e-05,0
1,0.9999999,1
1,0.4493559,0
1,0.97266525,1
0,0.0051484406,0
1,0.9997074,1
1,0.9999361,1
0,0.0040530264,0
1,0.99258304,1
1,0.999997,1
1,0.9916747,1
1,0.9999827,1
0,0.007616073,0
1,0.98659503,1
1,0.9991579,1
1,0.98660207,1
0,0.00017166138,0
1,0.9999739,1
1,0.99927354,1
1,0.99983495,1
0,0.012532741,0
1,0.9991837,1
1,0.99565667,1
0,0.00062161684,0
0,0.0042529106,0
0,0.01103583,0
1,0.99941325,1
0,1.2725592e-05,0
0,0.01274994,0
1,0.99992955,1
0,0.0008698404,0
1,0.99991035,1
1,0.96083075,1
1,0.9999769,1
0,0.00013890862,0
0,0.005153775,0
0,0.0020134747,0
1,0.9999827,1
1,0.99984777,1
1,0.9937359,1
1,0.9913169,1
1,0.9997994,1
1,0.99799395,1
0,0.01505807,0
0,0.00017011166,0
0,0.005069375,0
0,0.020245045,0
1,0.9998214,1
1,0.9821739,1
0,0.01052478,0
0,0.009144336,0
0,0.0004595518,0
0,0.009069711,0
0,0.0014564395,0
0,0.0006276071,0
1,0.99997854,1
0,0.07748902,0
0,0.00010558963,0
1,0.999423,1
0,0.00797075,0
0,0.0058095753,0
1,0.99821657,1
0,0.03951806,0
1,0.9812901,1
0,0.0058330595,0
0,0.021215588,0
1,0.99967694,1
0,0.020427853,0
1,0.99706,1
0,0.004194796,0
1,0.9998093,1
0,0.009795189,0
1,0.9951683,1
1,0.9952372,1
1,0.9802623,1
0,0.0032831728,0
1,0.94719553,1
1,0.99997365,1
0,0.005300164,0
0,0.004344851,0
1,0.99996775,1
1,0.9991939,1
0,0.005474657,0
1,0.9998559,1
1,0.9995005,1
1,0.8747444,1
0,0.0069512725,0
0,0.009891629,0
0,0.0012041032,0
0,0.018560737,0
0,0.013597459,0
0,0.05349323,0
0,0.013277501,0
1,0.99445695,1
1,0.999409,1
0,0.00772053,0
0,0.0019893646,0
1,0.9999318,1
0,0.005624175,0
0,0.0035840273,0
1,0.9999153,1
0,0.22769338,0
1,0.9764813,1
0,0.014644474,0
0,0.006032884,0
1,0.99941134,1
0,0.03629726,0
1,0.9775326,1
1,0.9999994,1
1,0.98658025,1
1,0.99998,1
1,0.9975988,1
0,0.011048108,0
1,0.9978901,1
1,0.99999946,1
0,0.00016412139,0
0,0.0065458715,0
1,0.9981166,1
1,0.9998803,1
0,0.0033216476,0
0,0.0034307837,0
1,0.98729515,1
0,0.00021913648,0
0,0.005933076,0
1,0.99943995,1
0,0.0005044341,0
0,0.0043438375,0
1,0.9999996,1
0,0.011047453,0
0,0.005938679,0
1,0.999758,1
1,0.99992347,1
1,0.9971057,1
1,0.999113,1
0,0.0007221699,0
1,0.9999943,1
1,0.9990394,1
1,0.99999875,1
1,0.9999851,1
1,0.99385595,1
0,0.0016177297,0
0,0.00087973475,0
0,0.0060326755,0
0,0.00642848,0
0,0.0073946714,0
0,0.004284382,0
1,0.9999768,1
1,0.9999943,1
0,5.969405e-05,0
1,0.9999862,1
1,0.99533916,1
0,8.353591e-05,0
1,0.995877,1
0,0.005139172,0
0,0.0065436065,0
1,0.9991859,1
0,8.100271e-05,0
1,0.97769994,1
0,0.007464856,0
0,0.007615298,0
1,0.99997437,1
1,0.99996674,1
0,0.014078349,0
1,0.9891255,1
0,0.005138576,0
0,0.059529096,0
1,0.99991167,1
1,0.9999894,1
0,0.013703048,0
0,0.01052624,0
0,0.0032840967,0
1,0.9999817,1
0,0.012524307,0
1,0.99995947,1
1,0.9999989,1
1,0.99997383,1
0,0.009142876,0
0,0.0020632744,0
1,0.99981666,1
0,0.0091435015,0
1,0.99850476,1
0,0.0033208132,0
0,0.0065481067,0
0,0.00914529,0
1,0.99981964,1
1,0.9998175,1
0,8.0525875e-05,0
0,0.01464963,0
1,0.9984081,1
0,0.010524154,0
0,0.049137235,0
0,0.0069510937,0
1,0.99710524,1
1,0.9999999,1
1,0.9889808,1
0,0.020262659,0
0,0.0014576316,0
0,0.00014320016,0
0,0.00044474006,0
1,0.9998287,1
1,0.9993692,1
1,0.9993952,1
0,4.544854e-05,0
0,0.054081947,0
0,6.0737133e-05,0
1,0.9872426,1
1,0.99967843,1
1,0.9971068,1
0,0.0055725873,0
0,5.1617622e-05,0
0,0.006565511,0
0,0.006952852,0
0,0.0041985214,0
0,0.009970665,0
0,0.007875234,0
0,0.003560543,0
0,0.00053563714,0
0,8.556247e-05,0
1,0.9999976,1
1,0.9906496,1
0,0.009970486,0
1,0.99981946,1
1,0.9999387,1
1,0.999985,1
0,0.00023630261,0
1,0.97960764,1
1,0.9960634,1
0,0.012239665,0
1,0.99991894,1
0,0.0057995617,0
1,0.9997781,1
1,0.99998164,1
1,0.99765754,1
0,0.008069575,0
1,0.9990947,1
0,0.0064168572,0
1,0.9997529,1
0,0.019542158,0
0,0.01371178,0
1,0.98778915,1
0,0.022673398,0
0,0.00370875,0
1,0.9999958,1
0,0.00030580163,0
0,0.0030969381,0
0,0.010528803,0
1,0.9936478,1
0,0.00424847,0
1,0.983775,1
1,0.99998677,1
0,0.0031467676,0
0,0.0073935986,0
0,0.0043441057,0
1,0.97579306,1
0,0.012981802,0
1,0.99999356,1
1,0.9995533,1
0,0.0051372945,0
1,0.95658183,1
1,0.07412082,0
0,0.024470747,0
0,0.0067492723,0
0,0.0028831959,0
1,0.99995375,1
1,0.99664986,1
0,0.0038160384,0
1,0.98140365,1
0,1.1742115e-05,0
0,0.00043272972,0
0,0.0069526434,0
0,0.0049022734,0
0,0.015053868,0
1,0.9980156,1
0,0.009415209,0
0,0.028508216,0
1,0.99528635,1
0,0.0043443143,0
0,0.00035309792,0
0,0.004197955,0
1,0.99998057,1
0,8.288026e-05,0
0,0.0016662776,0
0,0.00038039684,0
0,0.0025900304,0
0,0.014079124,0
1,0.99815774,1
1,0.99797547,1
0,0.0051541924,0
1,0.99918526,1
0,0.009144306,0
1,0.9771102,1
1,0.9979145,1
1,0.99961615,1
1,0.98714817,1
1,0.26435435,0
0,0.008814782,0
0,0.004196018,0
1,0.99995786,1
0,0.00025132298,0
0,0.004249811,0
1,0.9909887,1
0,0.008756965,0
1,0.99998945,1
1,0.9999473,1
1,0.9933002,1
0,0.023647428,0
1,0.9999839,1
1,0.9727013,1
0,0.0054703653,0
0,0.009145439,0
1,0.99939966,1
0,0.0019911528,0
1,0.99864095,1
1,0.99997234,1
0,0.0003632605,0
1,0.99765575,1
0,0.0026956499,0
1,0.9999892,1
1,0.99951863,1
1,0.99990356,1
0,0.005473554,0
0,0.014086157,0
0,0.03174454,0
1,0.95934105,1
0,0.0035028458,0
1,0.99999774,1
1,0.9956912,1
1,0.99996924,1
0,0.004344374,0
1,0.93250793,1
1,0.98993695,1
0,6.508827e-05,0
1,0.9687444,1
1,0.99980944,1
0,0.0021782517,0
0,0.0016031563,0
1,0.9999999,1
1,0.9999998,1
1,0.99195427,1
0,0.005139798,0
0,0.0065440238,0
1,0.98696256,1
0,0.008803904,0
1,0.97648096,1
1,0.99959975,1
0,0.00064855814,0
0,0.0043453574,0
0,0.01328513,0
0,0.0039976537,0
0,0.00966689,0
0,0.006951511,0
0,0.0066356957,0
0,0.0126083195,0
0,0.008205414,0
0,0.0099672675,0
1,0.99999917,1
1,0.98337305,1
0,0.0031490326,0
1,0.9999998,1
0,0.004394561,0
1,0.99710584,1
1,0.97577214,1
1,0.9734793,1
1,0.9865751,1
0,0.0026220381,0
0,0.08259007,0
0,0.00056904554,0
0,0.009414077,0
1,0.9914299,1
1,0.94390285,1
0,0.005153775,0
1,0.9999838,1
1,0.9999768,1
0,0.0155881345,0
0,0.00010380149,0
1,0.97482264,1
1,0.47841823,0
1,0.9872943,1
1,0.9676269,1
1,0.9999456,1
0,0.0001013875,0
1,0.99688995,1
1,0.9998981,1
1,0.99958843,1
0,0.0061594844,0
1,0.99999046,1
1,0.9975717,1
0,0.00014391541,0
0,0.016224623,0
1,0.99876416,1
0,0.015064776,0
0,0.029256105,0
0,0.006950617,0
1,0.9991839,1
1,0.998858,1
0,0.008800417,0
1,0.9486396,1
1,0.9999757,1
0,0.019971132,0
1,0.99996924,1
0,0.00041264296,0
0,0.0020117462,0
0,0.00036421418,0
0,0.00695166,0
1,0.99999833,1
0,0.0026600063,0
0,0.00076144934,0
1,0.9989103,1
0,0.0014846623,0
0,0.0051377714,0
0,0.06788522,0
1,0.99996567,1
0,0.00016748905,0
1,0.9987258,1
1,0.9998672,1
0,0.00032031536,0
0,7.18534e-05,0
0,0.00031539798,0
1,0.9997031,1
0,0.011050761,0
0,0.00020676851,0
0,0.0057561398,0
1,0.99848485,1
1,0.9878012,1
0,0.0003375709,0
1,0.9936991,1
1,0.9921706,1
0,0.0012410581,0
0,0.008706808,0
0,0.012591034,0
0,0.0013363063,0
0,0.027365297,0
1,0.99994814,1
1,0.9994401,1
0,0.0040124953,0
1,0.9813973,1
1,0.9913175,1
0,0.01103726,0
1,0.9988468,1
0,0.0064170063,0
1,0.9999851,1
0,0.015671015,0
0,0.040656626,0
0,0.0011704564,0
1,0.95319104,1
0,0.0051426888,0
1,0.99995357,1
0,0.0009904206,0
1,0.99999833,1
1,0.9998262,1
0,0.006952524,0
1,0.99999946,1
0,0.007970959,0
1,0.9998668,1
0,0.0030178428,0
0,0.012752265,0
0,3.5107136e-05,0
1,0.9986541,1
0,0.007970661,0
1,0.9810918,1
0,0.005121231,0
0,0.0013083816,0
0,0.020258158,0
0,0.007083267,0
1,0.17584494,0
1,0.9999943,1
0,0.01674962,0
0,0.0043445528,0
1,0.99907887,1
0,0.00068572164,0
1,0.999985,1
0,0.0064192414,0
1,0.99990356,1
0,0.0016272068,0
0,0.00022530556,0
0,0.004343033,0
0,0.0042943656,0
1,0.9748343,1
0,0.015167594,0
0,0.009872884,0
0,0.0059430003,0
1,0.9999801,1
0,0.013094574,0
0,0.009788871,0
0,0.00010302663,0
1,0.98109925,1
1,0.9956783,1
0,0.0010194778,0
1,0.9998799,1
0,0.0091459155,0
1,0.9999579,1
1,0.99875426,1
1,0.9999776,1
1,0.9922309,1
1,0.999828,1
0,0.0032835603,0
0,0.004344821,0
0,0.09617239,0
1,0.9999185,1
1,0.99721086,1
1,0.9980013,1
0,0.0037060082,0
1,0.9983971,1
1,0.99999785,1
0,0.0028651357,0
0,0.001983583,0
0,0.01223278,0
1,0.99993896,1
1,0.99858665,1
1,0.99919456,1
0,0.0043447018,0
1,0.9999651,1
1,0.99982953,1
0,0.011015087,0
1,0.99998784,1
0,0.007975012,0
1,0.9999993,1
0,0.0061561167,0
1,0.99998736,1
0,0.0035857558,0
0,6.02901e-05,0
1,0.9980161,1
1,0.9988657,1
1,0.99999624,1
0,0.00024163723,0
1,0.9957697,1
0,0.00028547645,0
0,0.0042504966,0
0,0.011523843,0
0,0.005138755,0
1,0.99970984,1
1,0.9999863,1
0,0.014601201,0
0,0.016665101,0
0,0.0051542222,0
1,0.99974304,1
0,0.008652657,0
0,0.007975578,0
0,0.008802712,0
1,0.99997807,1
0,0.012121379,0
0,0.0026004016,0
1,0.99896634,1
1,0.9999218,1
0,0.006952405,0
1,0.9878594,1
0,0.01267159,0
1,0.04544273,0
1,0.9954359,1
0,0.0027368367,0
0,0.00062048435,0
1,0.99953496,1
1,0.9991182,1
0,0.023854703,0
0,0.0022019148,0
1,0.9998567,1
0,0.0069478154,0
0,0.015494436,0
1,0.99899346,1
1,0.96331745,1
1,0.9997983,1
1,0.977635,1
1,0.9984659,1
0,0.0076141357,0
0,0.014079154,0
0,0.00014293194,0
0,0.00079730153,0
0,0.0059430003,0
0,0.004344374,0
0,0.0043453276,0
1,0.9999894,1
1,0.9999989,1
0,0.0027436018,0
0,0.00016853213,0
1,0.9999901,1
0,0.013710648,0
1,0.99574536,1
1,0.9999088,1
1,0.99949974,1
0,2.9146671e-05,0
1,0.9999989,1
1,0.9967929,1
0,0.004505515,0
1,0.9989089,1
0,0.005153835,0
0,0.006951332,0
0,0.012748718,0
1,0.9489534,1
1,0.99984884,1
0,0.00084903836,0
0,0.0069516897,0
0,0.00013434887,0
0,0.0027374327,0
1,0.99909776,1
0,0.0077546537,0
1,0.9848913,1
0,0.0051377714,0
0,0.00014340878,0
0,2.0802021e-05,0
0,0.008802533,0
0,0.010526359,0
1,0.9700646,1
0,0.0034421384,0
0,0.00065913796,0
1,0.99904025,1
1,0.99999994,1
0,0.0059431493,0
1,0.99996567,1
1,0.98224485,1
0,0.0021975636,0
1,0.99998164,1
1,0.9994632,1
0,0.0002836287,0
0,0.0023662448,0
0,0.07203537,0
1,0.9976995,1
0,0.0070604086,0
1,0.9971068,1
0,0.0060319006,0
1,0.99997675,1
1,0.99920654,1
0,0.009802401,0
1,0.9788261,1
0,0.0021490455,0
0,0.00042316318,0
0,0.006951809,0
0,0.0037110746,0
0,0.005139172,0
1,0.9872389,1
0,0.0051723123,0
1,0.99764025,1
0,0.006421268,0
0,2.1100044e-05,0
0,0.0004902184,0
1,0.99939096,1
0,0.0053002536,0
0,0.016392231,0
0,0.00092574954,0
0,0.057219207,0
0,0.0056628883,0
1,0.9999459,1
0,0.00358361,0
1,0.9999739,1
0,0.006951481,0
0,0.010958314,0
1,0.9998553,1
1,0.9745808,1
0,0.0016586483,0
0,0.006032735,0
0,0.020262837,0
1,0.94716656,1
0,0.005159378,0
0,0.0001848638,0
0,0.0018885732,0
0,0.0013800561,0
0,0.016744405,0
0,0.00034716725,0
0,0.0042493045,0
0,0.011043102,0
1,0.9999935,1
0,0.0054731667,0
1,0.9907532,1
0,0.015051603,0
0,0.0034204721,0
0,0.004736334,0
0,0.007757932,0
1,0.9999728,1
1,0.9990299,1
1,0.97482437,1
1,0.99996865,1
1,0.0076141953,0
0,0.009413689,0
0,0.016670287,0
1,0.99976444,1
1,0.9999995,1
1,0.97954404,1
0,0.005153477,0
1,0.9999206,1
0,7.984042e-05,0
0,0.0031432807,0
0,0.000621289,0
1,0.99318916,1
1,0.9796047,1
0,0.01516512,0
0,0.0039087534,0
0,0.01888746,0
0,0.015168935,0
0,0.0017049313,0
0,0.0010579526,0
1,0.9988613,1
0,0.029788941,0
1,0.9998648,1
0,0.009144992,0
0,0.021217972,0
0,0.0046284497,0
0,0.010619581,0
0,0.003299445,0
0,0.007973254,0
1,0.98109716,1
0,0.006546259,0
0,2.6583672e-05,0
0,0.0051428974,0
0,0.040964037,0
1,0.99997807,1
0,0.0008071363,0
1,0.99999225,1
1,0.9999855,1
0,0.00038862228,0
1,0.993461,1
0,0.0061005354,0
1,0.99986917,1
0,0.0009738803,0
1,0.9394127,1
1,0.9999823,1
0,0.01314491,0
1,0.9958309,1
1,0.9999862,1
0,0.0132932365,0
0,0.0022958815,0
0,0.005473882,0
0,0.004931718,0
1,0.9955585,1
1,0.99997115,1
1,0.9972118,1
0,0.011516422,0
0,0.0006199777,0
1,0.99890965,1
1,0.9486396,1
1,0.9840038,1
0,8.5532665e-05,0
1,0.99993926,1
0,0.007370949,0
0,0.0028158128,0
0,0.001265794,0
1,0.99693644,1
1,0.99997675,1
0,0.0014576018,0
0,0.0087815225,0
0,0.008089513,0
0,0.00012898445,0
1,0.9999827,1
0,0.0005275309,0
1,0.001091212,0
0,0.004843861,0
1,0.99888223,1
1,0.9903964,1
0,0.0026838183,0
0,0.011043847,0
0,0.0006891489,0
1,0.9981327,1
1,0.99997675,1
0,0.0057993233,0
1,0.9748143,1
1,0.99985915,1
0,0.0031804442,0
1,0.9999801,1
0,0.005138427,0
0,0.005300224,0
0,0.016747713,0
1,0.99997383,1
1,0.99999106,1
1,0.98110163,1
0,0.01450026,0
0,0.02753979,0
0,0.012232989,0
1,0.9999768,1
0,0.0008919239,0
1,0.99998915,1
0,0.00077325106,0
1,0.99209,1
0,0.007172823,0
1,0.9949971,1
0,0.00013890862,0
1,0.99977964,1
1,0.99981433,1
1,0.99988526,1
0,0.0074858367,0
0,0.030072302,0
0,0.0051547885,0
1,0.9989712,1
0,0.0031431317,0
0,0.004248917,0
0,0.0034310818,0
1,0.9999912,1
0,0.0031799376,0
1,0.9907514,1
0,0.009976804,0
0,0.03768751,0
0,0.0053010583,0
0,0.13144642,0
1,0.9999074,1
1,0.99997807,1
1,0.9999836,1
0,0.003181994,0
0,0.00023275614,0
0,0.105829895,0
1,0.99846303,1
1,0.9998802,1
0,0.0019891262,0
1,0.997221,1
0,0.1988596,0
0,0.0008921921,0
1,0.99966013,1
1,0.99195683,1
1,0.9973233,1
1,0.99452394,1
1,0.99209213,1
0,0.005299598,0
1,0.99996096,1
1,0.99452376,1
1,0.9999834,1
0,0.010165811,0
0,0.0060310066,0
0,0.01465106,0
1,0.9999988,1
1,0.99039483,1
1,0.9994853,1
0,0.0042313337,0
1,0.9933053,1
1,0.9999893,1
0,0.013708562,0
1,0.99994385,1
0,0.015277177,0
0,3.4302473e-05,0
1,0.99980587,1
0,0.0042474866,0
1,0.9980515,1
1,0.9955812,1
0,0.03284073,0
1,0.9748217,1
0,0.00058320165,0
0,0.0007480979,0
0,0.0016635358,0
1,0.9956902,1
0,0.00012937188,0
0,0.016671628,0
0,0.01505813,0
0,0.014497429,0
0,0.013678014,0
1,0.9865772,1
1,0.99980927,1
1,0.9994402,1
0,0.0009627044,0
1,0.9999753,1
1,0.99983054,1
1,0.9925023,1
0,0.011525124,0
0,0.006031871,0
0,0.005156666,0
1,0.96407926,1
0,0.0036496222,0
0,0.00047799945,0
0,0.0011754632,0
0,0.005946636,0
1,0.99995786,1
0,0.0008582771,0
0,0.0043446124,0
0,0.022507519,0
0,0.020337611,0
0,0.0007227063,0
1,0.99776167,1
1,0.99991053,1
1,0.99575734,1
0,0.0126699805,0
1,0.9994224,1
1,0.9999862,1
1,0.99996173,1
1,0.9998094,1
0,0.010526627,0
0,0.004000485,0
0,0.004926622,0
0,0.0011871755,0
1,0.9999379,1
0,0.00033536553,0
0,0.00015032291,0
1,0.99995816,1
1,0.9795978,1
0,0.0059402287,0
1,0.9748242,1
1,0.99888146,1
1,0.9999909,1
0,0.009819567,0
1,0.9999851,1
1,0.99997854,1
0,4.2170286e-05,0
0,0.0037084222,0
1,0.99787706,1
0,0.043791294,0
0,0.089674026,0
1,0.99991024,1
0,0.0012024939,0
0,0.18348601,0
1,0.99999094,1
0,7.122755e-05,0
0,3.46303e-05,0
0,0.0042942762,0
1,0.9999968,1
0,0.015667677,0
0,0.0064225197,0
1,0.98107815,1
1,0.9837527,1
0,7.364154e-05,0
1,0.9937353,1
1,0.9997574,1
0,0.009968668,0
0,0.003178686,0
0,0.005144179,0
1,0.983675,1
0,0.0004184544,0
0,0.00015947223,0
1,0.99996334,1
0,9.274483e-05,0
1,0.99285793,1
0,0.027656198,0
0,0.0058067143,0
1,0.99996567,1
1,0.99801576,1
1,0.99994445,1
0,0.0031796992,0
0,0.012747645,0
1,0.9640795,1
1,0.9997834,1
0,0.0053649843,0
0,2.9206276e-05,0
0,0.0032292008,0
1,0.99894017,1
0,0.009078056,0
0,0.003883928,0
1,0.9790691,1
0,0.0019460618,0
0,8.934736e-05,0
1,0.9983282,1
1,0.99999774,1
0,0.012744099,0
1,0.999195,1
1,0.9978136,1
1,0.9999839,1
0,0.0061012805,0
0,0.00035369396,0
1,0.9670594,1
1,0.99943763,1
0,0.000118643045,0
1,0.9995614,1
0,0.012747973,0
0,0.013605386,0
0,0.016663492,0
1,0.9938551,1
0,0.029943138,0
0,0.060845584,0
0,0.005469829,0
0,0.0014321506,0
0,0.0028128922,0
1,0.99997395,1
1,0.9783323,1
0,0.00914678,0
1,0.9984999,1
1,0.9999356,1
0,0.0015324354,0
0,1.0222197e-05,0
0,0.024856985,0
1,0.9999876,1
1,0.9786484,1
0,0.0014782548,0
1,0.9999882,1
1,0.999905,1
0,0.0049107373,0
1,0.99998856,1
0,0.024891019,0
0,0.003433019,0
0,0.005155474,0
1,0.99928117,1
0,0.0042501986,0
0,0.003606379,0
1,0.9998801,1
1,0.99970317,1
1,0.99437594,1
0,0.0018723011,0
1,0.99989635,1
0,0.009741724,0
0,0.011035532,0
1,0.9748202,1
0,0.004195541,0
1,0.9974241,1
0,3.0249357e-05,0
1,0.99545753,1
0,0.0051700175,0
0,0.0003887713,0
1,0.999985,1
1,0.9896003,1
1,0.9999801,1
0,0.031714976,0
0,0.0013445616,0
1,0.9994409,1
0,0.0009833276,0
1,0.9999963,1
0,0.0014545918,0
1,0.99983215,1
1,0.9993584,1
0,0.006429523,0
1,0.9999886,1
0,0.01459074,0
1,0.9796097,1
0,0.011986405,0
0,0.0051590204,0
0,0.0049083233,0
1,0.9938543,1
0,8.556247e-05,0
1,0.99802774,1
0,0.015182108,0
0,0.015053421,0
0,0.0031423569,0
1,0.9998852,1
0,0.0005938709,0
0,0.012530148,0
1,0.16184828,0
1,0.9999578,1
1,0.9998197,1
0,0.003284514,0
1,0.99538076,1
0,0.1149174,0
0,0.003458202,0
1,0.9998157,1
0,6.3210726e-05,0
1,0.9999978,1
1,0.98657596,1
1,0.99998343,1
1,0.97262114,1
1,0.99999934,1
1,0.9999862,1
1,0.99994195,1
1,0.999779,1
1,0.9999998,1
0,0.000577122,0
0,0.00914526,0
0,0.0009663999,0
0,0.07111907,0
0,0.0502086,0
0,0.010961324,0
0,0.007836789,0
0,0.0021501184,0
1,0.9983215,1
0,0.02647835,0
0,0.026480973,0
0,0.005367577,0
0,0.007970661,0
0,0.00424847,0
0,0.00032770634,0
1,0.99997854,1
0,0.0032838583,0
1,0.97482336,1
1,0.9884839,1
1,0.986153,1
0,0.004506558,0
0,0.0005020201,0
1,0.99839187,1
1,0.99582934,1
1,0.40149742,0
0,0.019297838,0
1,0.9983462,1
1,0.9999653,1
0,6.902218e-05,0
0,0.020017952,0
1,0.9907521,1
1,0.9999834,1
